,0
4440,Someone told me I'm condescending. That means I talk down to people.
4441,I had a bukkake party last night. It was a disaster. Nobody came.
4442,How many light bulbs does it take to change a light bulb? Two. The light bulb you remove and the light bulb you replace it with.
4443,What did one lesbian vampire say to the other lesbian vampire? My pad or yours.
4444,How does a pregnant mermaid give birth? Sea-section
4445,Why are aspirins white? Because they work
4446,Did you hear about the limo driver who was in business for 25 years without a single customer? All that time and nothing to chauffeur it.
4447,I put deodorant on only one armpit. I don't smell half bad.
4448,Why is twelve an unfair number? Because it's two against one.
4449,"I was in Ferguson, got jumped by 5 black guys. It started right up, they said I just need to replace the battery."
4450,How can you tell that the little mermaid is on her period? She's followed by sharks.
4451,Did you hear a Payless Shoe Source got looted in Ferguson? The only thing left were the work boots.
4452,"Did you hear about the pizza boy who wanted to become a comedian? His jokes were cheesy, but his delivery was amazing!"
4453,Ever hear of the Tempura House? It's a home for lightly battered women.
4454,What do you call a pile of cats?  A MEOWTAIN.
4455,Did you hear the one about the wooden car? With the wooden wheels? And the wooden engine? It wooden work
4456,Did you hear about the goth kid with dyslexia? He sold his soul to Santa.
4457,Whats the worst thing about manufacturing tabletops? It's counterproductive
4458,A donkey had an IQ of 186. He had no friends at all though. because nobody likes a smart-ass.
4459,"Say, Ernie, want some Ice Cream? Sherbert"
4460,What do you call two ants that run away to get married? Antelopes
4461,"How did the astronaut break up with his girlfriend? ""I just need some space."""
4462,What did the little Iraqi girl tell her father after he bought her a new backpack? Thanks for the Baghdad.
4463,"Why did Dave Grohl buy such a tall house? He wanted to make sure he was getting the best, the best, the best, the best-a view."
4464,"The vet told me ""I'm sorry, but I'm going to have to put your dog down."" I said. ""WHY?!"" Vet said: ""Because my arms are getting tired."""
4465,How did Jesus get his abs? Cross Fit.
4466,What kind of car does Jesus drive? A Christler
4467,What do you call a Mexican bodybuilder without a protein shake? No whey José
4468,Why didn't the feminist get a job at the post office? Because she refused to work in a mail dominated industry.
4469,What do you call a hot chick in Boston? A tourist
4470,Why can't atheists solve exponential problems? Because they don't believe in higher powers.
4471,"A duck walks into the pharmacy to buy some chapstick and says ""just put it on my bill"""
4472,Why is an executioner a terrible high-fiver? They always leave you hanging
4473,What do you call an abortion in Prague? A canceled Czech.
4474,How do Malaysian airlines serve all their drinks? On the rocks
4475,My telescope broke the other day and I was hoping the local observatory could repair it. They said they'd look into it.
4476,"What did the man on the 100 MPH escalator say? ""Well that escalated quickly"" "
4477,Say what you will about Jerry Sandusky but he was a damn good coach. He could turn a tight end into a wide receiver in no time.
4478,Why don't jews eat pussy? It's too close to the gas chamber
4479,Why do bulimics like KFC? It comes with a free bucket.
4480,Why did the CIA torture the Russian wasp?  Because he was a cagey bee agent.
4481,"I heard a swimmer shout ""Help shark help!!"" I just laughed. I knew the shark wasn't going to help him!"
4482,I hate it when my neighbor's kids cry at night. Maybe I should give them back.
4483,What's the difference between an Indian and an asshole? One smells like shit and the other is an asshole.
4484,Why are domestic violence jokes funny? They always have great punchlines
4485,What has five teeth and an I.Q. of three? The front row of a Willie Nelson concert.
4486,Did you hear about the Ethiopian Vs. US soccer game? USA: 8 Ethiopia: Didn't.
4487,"How does a lawyer go to sleep? First he lies on one side, then the other"
4488,How do Ethiopians celebrate their kids first birthday? By putting flowers on their grave.
4489,What's the difference between England and a tea bag? A tea bag stays in the cup longer!
4490,"Jesus Christ fed 2,000 people with 5 loaves of bread and 2 fish. Adolf Hitler made 6 million Jews toast."
4491,I have a joke about pizza and a broken pencil. Unfortunately it's cheesy and pointless
4492,Why is Jesus bad at crossword puzzles? Because he gets stuck on across and can't get down either
4493,What do ducks smoke? Qwack
4494,How do you find a blind man on a nude beach? It is not hard.
4495,Did you hear about the new Mike Tyson computer? It has two bytes and no memory
4496,How did the hillbilly find his sister in the woods? Attractive.
4497,Why did the old man hate living next to the tennis courts? He couldn't stand all the racket
4498,How do you turn a duck into a soul singer? Put it in the oven until its bill withers.
4499,How do you drown a hipster? In the main stream
4500,Why do you never see elephants hiding in trees? They are really good at it.
4501,What country does fried fish swim in? Greece
4502,"When I asked my friend how he's doing, he said ""man, I'm just happy to be breathing"". I told him he should have bigger aspirations."
4503,What did the bad soccer announcer get for Christmas? COOOOOOOOAAAAAAAAAAAAAAAAAAAAALLLLLLLLLLLLLLLLLL!!!!!!!!!!!!!!!!!!!!!
4504,What do you call it when you open a soda for a buddy who is in outer space? An astrofizzassist.
4505,What does every Pirate bachelor hate? A small chest with no booty.
4506,What's the heaviest soup in Asia? Wonton soup. 
4507,"What did the gay man say to his cheating boyfriend? I see you already have your shit packed, now get out!"
4508,"So this black guys stopped me on the subway and asked ""did the Yankees win?"" I said ""Yes, it's ok, you're free now"""
4509,What do you call a nose with no body? Nobody nose. 
4510,In what Californian city can you find waffles buried at the beach? Sandy Eggo.
4511,"A despondent Notorious B.I.G sits an empty suitcase on his bed and sighs. ""I love going on vacation but I hate Tupac."""
4512,What do you call a monkey in a minefield? A baboom.
4513,Why do teenage girls hang out in odd-numbered groups? Because they can't even.
4514,How many ants are needed to fill an apartment? Ten-ants 
4515,Yo Mamma so fat I took a picture of her last Christmas and its still printing.
4516,When do Jews go swimming? When it Israeli hot 
4517,What's the best thing about fingering a gypsy on her period? You get your palm red for free.
4518,How's an online college degree like a small pizza? Neither feeds a family of four.
4519,Can Mississippi wear Delaware's New Jersey? I don't know but Alaska
4520,What do you call a hooker who likes noodles? A Pastatute
4521,What do you call a Mexican who's car got stolen? Carlos
4522,How do you know you let a hippie stay at your house? He's still there.
4523,What happened when the reporter fell into the water? She became an anchor
4524,How can a room full of couples be empty? There isn't a single person left. 
4525,What do you call an invisible mom that got a sex change. Transparent
4526,Did you hear about the Mexican train hijacker? They say he had loco motives.
4527,I combined all of the watches I own into a belt. It was a complete waste of time. 
4528,What did Cinderella do when she got to the ball? she choked.
4529,What do you call it when a chameleon won't change colors? A reptile dysfunction
4530,Why did the banker eat lunch by himself? Because he was a loaner.
4531,"Wife: Why are you home so early?

Husband: My boss told me to go to hell."
4532,What do you call a Frenchman that's been attacked by a bear? Claude 
